# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: GLOBAL_ANALYSISFORECAST_BGC_001_028
# Dataset: cmems_mod_glo_bgc-pft_anfc_0.25deg_P1D-m
# Variable: Mass concentration of chlorophyll a in sea water (chl) mg m-3
# Geometry: POINT (-81.225109 -1.109243)
# Values from graph: v(h): value vs. elevation
# Date: 23/06/2025 00:00

depth,chl
0.4940253794193268,2.4000420570373535
1.5413753986358643,2.3998446464538574
2.6456685066223145,2.3994059562683105
3.8194947242736816,2.398621082305908
5.078223705291748,2.397228479385376
6.440614223480225,2.3945980072021484
7.92956018447876,2.3884706497192383
9.572997093200684,2.370227575302124
11.40500259399414,2.3011631965637207
13.467138290405273,1.9956191778182983
15.810072898864746,1.3636819124221802
18.495559692382812,0.761713981628418
21.59881591796875,0.5076573491096497
25.211408615112305,0.35688039660453796
29.44472885131836,0.27472782135009766
34.43415451049805,0.22554965317249298
40.344051361083984,0.1982836127281189
47.373687744140625,0.18419447541236877
55.76428985595703,0.16160328686237335
65.8072738647461,0.1356959342956543
