# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: GLOBAL_ANALYSISFORECAST_PHY_001_024
# Dataset: cmems_mod_glo_phy-thetao_anfc_0.083deg_P1D-m
# Variable: Sea water potential temperature (thetao) degrees_C
# Geometry: POINT (-81.225109 -1.140326)
# Values from graph: v(h): value vs. elevation
# Date: 23/06/2025 00:00

depth,thetao
0.49402499198913574,24.52749252319336
1.5413750410079956,24.529340744018555
2.6456689834594727,24.511505126953125
3.8194949626922607,24.47439193725586
5.078224182128906,24.441892623901367
6.440614223480225,24.4199161529541
7.92956018447876,24.40298843383789
9.572997093200684,24.339183807373047
11.404999732971191,24.11157989501953
13.467140197753906,23.651994705200195
15.810070037841797,23.011150360107422
18.495559692382812,22.30491065979004
21.598819732666016,21.593849182128906
25.211410522460938,21.087284088134766
29.444730758666992,20.609806060791016
34.43415069580078,20.021345138549805
40.344051361083984,19.472881317138672
47.37369155883789,19.040164947509766
55.76428985595703,18.8212833404541
65.80726623535156,18.57440948486328
