# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: GLOBAL_ANALYSISFORECAST_BGC_001_028
# Dataset: cmems_mod_glo_bgc-pft_anfc_0.25deg_P1D-m
# Variable: Mass concentration of chlorophyll a in sea water (chl) mg m-3
# Geometry: POINT (-81.359007 -1.159455)
# Values from graph: v(h): value vs. elevation
# Date: 24/06/2025 00:00

depth,chl
0.4940253794193268,2.412147045135498
1.5413753986358643,2.4120328426361084
2.6456685066223145,2.411773204803467
3.8194947242736816,2.4112179279327393
5.078223705291748,2.409712791442871
6.440614223480225,2.4053215980529785
7.92956018447876,2.3916049003601074
9.572997093200684,2.344040632247925
11.40500259399414,2.179797649383545
13.467138290405273,1.8079453706741333
15.810072898864746,1.2431812286376953
18.495559692382812,0.7538166642189026
21.59881591796875,0.47744032740592957
25.211408615112305,0.3566097021102905
29.44472885131836,0.2785108685493469
34.43415451049805,0.22773966193199158
40.344051361083984,0.1979435235261917
47.373687744140625,0.16994225978851318
55.76428985595703,0.1360464096069336
65.8072738647461,0.11134719103574753
